std,lower_quartile,dwelling,district,end_date,area,region,bedrooms,upper_quartile,start_date,bonds_received,average_rent,median_rent,date_type
56.2,240,House,Rotorua,2011-02-28,Rural Rotorua,Bay of Plenty,3,300,2010-09-01,38,273,270,range
56.37,170,House,Rotorua,2011-02-28,Rural Rotorua,Bay of Plenty,2,257,2010-09-01,20,222,225,range
28.26,230,Flat,Hamilton,2011-02-28,Fairfield/Fairview Downs,Waikato,2,280,2010-09-01,18,256,255,range
123.94,390,House,Hamilton,2011-02-28,Fairfield/Fairview Downs,Waikato,5+,487,2010-09-01,9,418,400,range
44.79,320,House,Hamilton,2011-02-28,Fairfield/Fairview Downs,Waikato,4,380,2010-09-01,39,350,350,range
40.1,275,House,Hamilton,2011-02-28,Fairfield/Fairview Downs,Waikato,3,330,2010-09-01,160,298,300,range
28.33,253,House,Hamilton,2011-02-28,Fairfield/Fairview Downs,Waikato,2,291,2010-09-01,33,269,260,range
18.78,120,Room,Hamilton,2011-02-28,Fairfield/Fairview Downs,Waikato,1,146,2010-09-01,9,130,125,range
37.59,160,Flat,Rotorua,2011-02-28,Pukehangi South/Springfield,Bay of Plenty,2,231,2010-09-01,15,191,175,range
39.25,320,House,Rotorua,2011-02-28,Pukehangi South/Springfield,Bay of Plenty,4,391,2010-09-01,23,357,360,range
47.09,260,House,Rotorua,2011-02-28,Pukehangi South/Springfield,Bay of Plenty,3,310,2010-09-01,87,285,280,range
27.45,230,House,Rotorua,2011-02-28,Pukehangi South/Springfield,Bay of Plenty,2,253,2010-09-01,15,240,240,range
61.45,370,Apartment,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,3,450,2010-09-01,6,398,415,range
31.14,161,Apartment,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,1,207,2010-09-01,5,187,190,range
34.17,207,Flat,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,3,250,2010-09-01,8,225,240,range
33.9,180,Flat,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,2,220,2010-09-01,43,197,195,range
22.85,150,Flat,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,1,180,2010-09-01,18,168,160,range
63.78,300,House,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,4,360,2010-09-01,22,342,327,range
52.56,260,House,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,3,290,2010-09-01,105,277,270,range
35.98,200,House,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,2,255,2010-09-01,58,235,237,range
155.02,180,House,Taupo,2011-02-28,Taupo Central/Tauhara,Bay of Plenty,1,300,2010-09-01,6,265,230,range
33.08,272,Apartment,Hamilton,2011-02-28,Dinsdale South/Frankton,Waikato,3,325,2010-09-01,15,295,290,range
23.39,287,Apartment,Hamilton,2011-02-28,Dinsdale South/Frankton,Waikato,2,310,2010-09-01,12,296,300,range
61.68,240,Flat,Hamilton,2011-02-28,Dinsdale South/Frankton,Waikato,3,320,2010-09-01,6,284,285,range
52.34,200,Flat,Hamilton,2011-02-28,Dinsdale South/Frankton,Waikato,2,290,2010-09-01,32,241,237,range
18.68,137,Flat,Hamilton,2011-02-28,Dinsdale South/Frankton,Waikato,1,156,2010-09-01,7,142,145,range
33.23,320,House,Hamilton,2011-02-28,Dinsdale South/Frankton,Waikato,4,365,2010-09-01,21,344,330,range
28.61,280,House,Hamilton,2011-02-28,Dinsdale South/Frankton,Waikato,3,320,2010-09-01,112,300,300,range
27.04,252,House,Hamilton,2011-02-28,Dinsdale South/Frankton,Waikato,2,290,2010-09-01,55,274,280,range
65.29,315,Apartment,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,3,401,2010-09-01,17,374,380,range
72.29,261,Apartment,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,2,360,2010-09-01,45,318,310,range
52.68,220,Apartment,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,1,295,2010-09-01,30,258,250,range
41.13,190,Flat,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,2,230,2010-09-01,109,212,200,range
36.3,155,Flat,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,1,200,2010-09-01,99,174,170,range
84.65,320,House,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,4,393,2010-09-01,25,375,350,range
62.92,290,House,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,3,360,2010-09-01,102,329,330,range
48.34,250,House,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,2,281,2010-09-01,41,271,270,range
55.83,180,House,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,1,260,2010-09-01,6,222,215,range
37.82,110,Room,Hamilton,2011-02-28,Hamilton Central/Maeroa/Frankton Junction,Waikato,1,155,2010-09-01,5,136,120,range
32.47,140,Flat,Kawerau,2011-02-28,Entire District,Bay of Plenty,3,195,2010-09-01,10,164,162,range
21.65,137,Flat,Kawerau,2011-02-28,Entire District,Bay of Plenty,2,180,2010-09-01,9,156,150,range
8.26,80,Flat,Kawerau,2011-02-28,Entire District,Bay of Plenty,1,90,2010-09-01,6,84,86,range
31.96,200,House,Kawerau,2011-02-28,Entire District,Bay of Plenty,4,240,2010-09-01,8,215,205,range
31.87,170,House,Kawerau,2011-02-28,Entire District,Bay of Plenty,3,200,2010-09-01,85,185,190,range
15.09,150,House,Kawerau,2011-02-28,Entire District,Bay of Plenty,2,175,2010-09-01,10,165,165,range
17.51,160,Flat,Opotiki,2011-02-28,Entire District,Bay of Plenty,2,180,2010-09-01,6,171,170,range
38.55,188,House,Opotiki,2011-02-28,Entire District,Bay of Plenty,4,235,2010-09-01,9,216,200,range
34,178,House,Opotiki,2011-02-28,Entire District,Bay of Plenty,3,210,2010-09-01,41,195,195,range
42.98,160,House,Opotiki,2011-02-28,Entire District,Bay of Plenty,2,175,2010-09-01,10,180,172,range
43.05,205,Flat,Tauranga,2011-02-28,Pyes Pa/Hairini/Welcome Bay,Bay of Plenty,2,262,2010-09-01,8,230,222,range
26.58,180,Flat,Tauranga,2011-02-28,Pyes Pa/Hairini/Welcome Bay,Bay of Plenty,1,200,2010-09-01,10,193,187,range
51.62,460,House,Tauranga,2011-02-28,Pyes Pa/Hairini/Welcome Bay,Bay of Plenty,5+,550,2010-09-01,6,490,480,range
54.81,350,House,Tauranga,2011-02-28,Pyes Pa/Hairini/Welcome Bay,Bay of Plenty,4,420,2010-09-01,80,391,390,range
45.86,290,House,Tauranga,2011-02-28,Pyes Pa/Hairini/Welcome Bay,Bay of Plenty,3,350,2010-09-01,196,322,320,range
30.6,240,House,Tauranga,2011-02-28,Pyes Pa/Hairini/Welcome Bay,Bay of Plenty,2,258,2010-09-01,15,251,240,range
100.47,170,Flat,Rotorua,2011-02-28,Ngongotaha/Pleasant Heights/Koutu,Bay of Plenty,2,200,2010-09-01,68,202,185,range
20.07,150,Flat,Rotorua,2011-02-28,Ngongotaha/Pleasant Heights/Koutu,Bay of Plenty,1,171,2010-09-01,9,159,150,range
70.16,250,House,Rotorua,2011-02-28,Ngongotaha/Pleasant Heights/Koutu,Bay of Plenty,4,352,2010-09-01,41,306,290,range
49.11,220,House,Rotorua,2011-02-28,Ngongotaha/Pleasant Heights/Koutu,Bay of Plenty,3,270,2010-09-01,288,252,250,range
37.67,180,House,Rotorua,2011-02-28,Ngongotaha/Pleasant Heights/Koutu,Bay of Plenty,2,220,2010-09-01,56,206,200,range
27.99,128,House,Rotorua,2011-02-28,Ngongotaha/Pleasant Heights/Koutu,Bay of Plenty,1,173,2010-09-01,7,155,150,range
61.57,231,Apartment,Rotorua,2011-02-28,Kuirau/Hillcrest/Glenholme,Bay of Plenty,2,296,2010-09-01,13,264,260,range
30.36,182,Apartment,Rotorua,2011-02-28,Kuirau/Hillcrest/Glenholme,Bay of Plenty,1,227,2010-09-01,8,202,185,range
35.83,170,Flat,Rotorua,2011-02-28,Kuirau/Hillcrest/Glenholme,Bay of Plenty,2,220,2010-09-01,126,194,190,range
31.31,125,Flat,Rotorua,2011-02-28,Kuirau/Hillcrest/Glenholme,Bay of Plenty,1,150,2010-09-01,100,145,140,range
36.42,290,House,Rotorua,2011-02-28,Kuirau/Hillcrest/Glenholme,Bay of Plenty,4,346,2010-09-01,17,318,310,range
52.32,250,House,Rotorua,2011-02-28,Kuirau/Hillcrest/Glenholme,Bay of Plenty,3,308,2010-09-01,99,282,275,range
39.81,195,House,Rotorua,2011-02-28,Kuirau/Hillcrest/Glenholme,Bay of Plenty,2,255,2010-09-01,42,226,230,range
80.64,148,House,Rotorua,2011-02-28,Kuirau/Hillcrest/Glenholme,Bay of Plenty,1,193,2010-09-01,9,195,175,range
32.09,200,Flat,Whangarei,2011-02-28,North West Rural,Northland,2,258,2010-09-01,5,229,220,range
44.7,122,Flat,Whangarei,2011-02-28,North West Rural,Northland,1,162,2010-09-01,7,144,125,range
97,315,House,Whangarei,2011-02-28,North West Rural,Northland,4,400,2010-09-01,28,365,355,range
55.47,240,House,Whangarei,2011-02-28,North West Rural,Northland,3,320,2010-09-01,55,277,270,range
47.9,230,House,Whangarei,2011-02-28,North West Rural,Northland,2,285,2010-09-01,18,251,260,range
32.81,160,Flat,Far North,2011-02-28,Rural Far North,Northland,2,180,2010-09-01,10,174,165,range
59.49,300,House,Far North,2011-02-28,Rural Far North,Northland,4,350,2010-09-01,10,315,340,range
55.49,199,House,Far North,2011-02-28,Rural Far North,Northland,3,265,2010-09-01,64,233,227,range
39.58,180,House,Far North,2011-02-28,Rural Far North,Northland,2,215,2010-09-01,20,193,195,range
52.75,162,House,Far North,2011-02-28,Rural Far North,Northland,1,237,2010-09-01,5,198,180,range
19.91,178,Flat,Rotorua,2011-02-28,Holdens Bay/Owhata/Ngapuna,Bay of Plenty,2,213,2010-09-01,9,195,190,range
66.7,365,House,Rotorua,2011-02-28,Holdens Bay/Owhata/Ngapuna,Bay of Plenty,4,420,2010-09-01,14,398,397,range
55.12,230,House,Rotorua,2011-02-28,Holdens Bay/Owhata/Ngapuna,Bay of Plenty,3,298,2010-09-01,111,263,265,range
39.11,192,House,Rotorua,2011-02-28,Holdens Bay/Owhata/Ngapuna,Bay of Plenty,2,247,2010-09-01,23,221,205,range
16.95,160,Flat,Far North,2011-02-28,Kaikohe,Northland,2,193,2010-09-01,15,175,170,range
36.49,210,House,Far North,2011-02-28,Kaikohe,Northland,3,247,2010-09-01,36,228,220,range
13.08,180,House,Far North,2011-02-28,Kaikohe,Northland,2,195,2010-09-01,10,186,182,range
25.88,120,Flat,Far North,2011-02-28,Mangonui/Kaeo,Northland,1,150,2010-09-01,6,135,135,range
52.42,252,House,Far North,2011-02-28,Mangonui/Kaeo,Northland,4,295,2010-09-01,7,288,280,range
40.8,220,House,Far North,2011-02-28,Mangonui/Kaeo,Northland,3,260,2010-09-01,29,239,250,range
22,180,House,Far North,2011-02-28,Mangonui/Kaeo,Northland,2,220,2010-09-01,12,200,200,range
56.16,225,Apartment,Far North,2011-02-28,Bay Of Islands,Northland,2,336,2010-09-01,7,280,290,range
51.68,165,Apartment,Far North,2011-02-28,Bay Of Islands,Northland,1,250,2010-09-01,10,206,182,range
30.32,187,Flat,Far North,2011-02-28,Bay Of Islands,Northland,2,247,2010-09-01,24,216,217,range
43.43,160,Flat,Far North,2011-02-28,Bay Of Islands,Northland,1,195,2010-09-01,28,176,170,range
55.48,332,House,Far North,2011-02-28,Bay Of Islands,Northland,4,412,2010-09-01,48,370,355,range
48.3,280,House,Far North,2011-02-28,Bay Of Islands,Northland,3,330,2010-09-01,141,305,300,range
35.76,230,House,Far North,2011-02-28,Bay Of Islands,Northland,2,265,2010-09-01,62,247,250,range
108.88,157,House,Far North,2011-02-28,Bay Of Islands,Northland,1,212,2010-09-01,8,213,177,range
37.35,297,Apartment,Nelson,2011-02-28,Port Hills/Tahuna Hills,Nelson,1,356,2010-09-01,5,323,300,range
21.52,230,Flat,Nelson,2011-02-28,Port Hills/Tahuna Hills,Nelson,2,260,2010-09-01,14,249,250,range
35.32,179,Flat,Nelson,2011-02-28,Port Hills/Tahuna Hills,Nelson,1,220,2010-09-01,11,204,200,range
80.1,360,House,Nelson,2011-02-28,Port Hills/Tahuna Hills,Nelson,4,455,2010-09-01,26,399,390,range
59.89,300,House,Nelson,2011-02-28,Port Hills/Tahuna Hills,Nelson,3,350,2010-09-01,79,335,330,range
75.96,255,House,Nelson,2011-02-28,Port Hills/Tahuna Hills,Nelson,2,297,2010-09-01,19,297,275,range
31.25,150,Room,Nelson,2011-02-28,Port Hills/Tahuna Hills,Nelson,1,150,2010-09-01,6,158,150,range
70.36,160,Flat,Taupo,2011-02-28,Rural Taupo,Bay of Plenty,2,250,2010-09-01,6,195,200,range
100.56,200,House,Taupo,2011-02-28,Rural Taupo,Bay of Plenty,4,375,2010-09-01,18,296,292,range
57.62,160,House,Taupo,2011-02-28,Rural Taupo,Bay of Plenty,3,230,2010-09-01,76,198,180,range
39.28,150,House,Taupo,2011-02-28,Rural Taupo,Bay of Plenty,2,205,2010-09-01,28,179,175,range
19.11,170,Flat,Far North,2011-02-28,Ahipara/Kaitaia,Northland,2,195,2010-09-01,24,178,177,range
20.66,150,Flat,Far North,2011-02-28,Ahipara/Kaitaia,Northland,1,150,2010-09-01,10,154,150,range
53.99,250,House,Far North,2011-02-28,Ahipara/Kaitaia,Northland,4,312,2010-09-01,9,289,275,range
47.21,220,House,Far North,2011-02-28,Ahipara/Kaitaia,Northland,3,251,2010-09-01,49,240,235,range
63.39,190,House,Far North,2011-02-28,Ahipara/Kaitaia,Northland,2,220,2010-09-01,13,220,210,range
61.45,370,Apartment,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,3,450,2010-09-01,6,398,415,range
31.14,161,Apartment,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,1,207,2010-09-01,5,187,190,range
34.17,207,Flat,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,3,250,2010-09-01,8,225,240,range
33.9,180,Flat,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,2,220,2010-09-01,43,197,195,range
22.85,150,Flat,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,1,180,2010-09-01,18,168,160,range
63.78,300,House,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,4,360,2010-09-01,22,342,327,range
52.56,260,House,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,3,290,2010-09-01,105,277,270,range
35.98,200,House,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,2,255,2010-09-01,58,235,237,range
155.02,180,House,Taupo,2011-02-28,Taupo Central/Tauhara,Hawkes Bay,1,300,2010-09-01,6,265,230,range
37.28,280,Apartment,Taupo,2011-02-28,Taupo West/Taupo South,Hawkes Bay,3,350,2010-09-01,6,315,315,range
51.99,215,Flat,Taupo,2011-02-28,Taupo West/Taupo South,Hawkes Bay,2,257,2010-09-01,13,237,220,range
46.94,151,Flat,Taupo,2011-02-28,Taupo West/Taupo South,Hawkes Bay,1,200,2010-09-01,7,179,170,range
70.08,370,House,Taupo,2011-02-28,Taupo West/Taupo South,Hawkes Bay,5+,425,2010-09-01,10,406,380,range
54.75,332,House,Taupo,2011-02-28,Taupo West/Taupo South,Hawkes Bay,4,400,2010-09-01,51,366,360,range
52.24,285,House,Taupo,2011-02-28,Taupo West/Taupo South,Hawkes Bay,3,343,2010-09-01,147,315,300,range
30.41,227,House,Taupo,2011-02-28,Taupo West/Taupo South,Hawkes Bay,2,265,2010-09-01,36,247,247,range
25.96,120,Flat,Rangitikei,2011-02-28,Entire District,Hawkes Bay,2,148,2010-09-01,15,136,140,range
41.3,200,House,Rangitikei,2011-02-28,Entire District,Hawkes Bay,4,257,2010-09-01,21,234,220,range
27.76,165,House,Rangitikei,2011-02-28,Entire District,Hawkes Bay,3,190,2010-09-01,110,177,180,range
24.56,150,House,Rangitikei,2011-02-28,Entire District,Hawkes Bay,2,177,2010-09-01,31,165,160,range
19.17,220,Flat,Napier,2011-02-28,Taradale/Awatoto,Hawkes Bay,2,250,2010-09-01,46,233,240,range
26.97,180,Flat,Napier,2011-02-28,Taradale/Awatoto,Hawkes Bay,1,198,2010-09-01,11,185,190,range
72.7,340,House,Napier,2011-02-28,Taradale/Awatoto,Hawkes Bay,4,395,2010-09-01,23,368,350,range
43.29,300,House,Napier,2011-02-28,Taradale/Awatoto,Hawkes Bay,3,343,2010-09-01,123,327,320,range
37.31,253,House,Napier,2011-02-28,Taradale/Awatoto,Hawkes Bay,2,292,2010-09-01,29,276,270,range
90.34,360,Apartment,Napier,2011-02-28,Napier,Hawkes Bay,3,480,2010-09-01,22,414,395,range
87.47,257,Apartment,Napier,2011-02-28,Napier,Hawkes Bay,2,365,2010-09-01,33,313,280,range
61.59,200,Apartment,Napier,2011-02-28,Napier,Hawkes Bay,1,300,2010-09-01,22,260,260,range
42.66,220,Flat,Napier,2011-02-28,Napier,Hawkes Bay,3,280,2010-09-01,16,246,230,range
38.34,210,Flat,Napier,2011-02-28,Napier,Hawkes Bay,2,248,2010-09-01,115,233,225,range
46.27,170,Flat,Napier,2011-02-28,Napier,Hawkes Bay,1,195,2010-09-01,48,184,185,range
48.47,382,House,Napier,2011-02-28,Napier,Hawkes Bay,5+,425,2010-09-01,8,406,400,range
62.09,315,House,Napier,2011-02-28,Napier,Hawkes Bay,4,400,2010-09-01,49,355,350,range
53.82,290,House,Napier,2011-02-28,Napier,Hawkes Bay,3,330,2010-09-01,310,313,307,range
38.58,237,House,Napier,2011-02-28,Napier,Hawkes Bay,2,280,2010-09-01,124,259,260,range
93.11,146,House,Napier,2011-02-28,Napier,Hawkes Bay,1,297,2010-09-01,15,223,200,range
40.25,260,Apartment,Hastings,2011-02-28,Havelock North,Hawkes Bay,2,282,2010-09-01,5,278,260,range
26.93,250,Flat,Hastings,2011-02-28,Havelock North,Hawkes Bay,2,270,2010-09-01,29,258,260,range
77.04,367,House,Hastings,2011-02-28,Havelock North,Hawkes Bay,4,438,2010-09-01,33,398,380,range
45.11,312,House,Hastings,2011-02-28,Havelock North,Hawkes Bay,3,360,2010-09-01,96,339,330,range
60.86,250,House,Hastings,2011-02-28,Havelock North,Hawkes Bay,2,300,2010-09-01,20,292,280,range
27.8,226,Apartment,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,2,247,2010-09-01,7,233,240,range
21.49,185,Apartment,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,1,200,2010-09-01,7,195,200,range
25.98,210,Flat,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,3,227,2010-09-01,11,220,220,range
37.2,195,Flat,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,2,230,2010-09-01,159,216,220,range
22.91,160,Flat,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,1,185,2010-09-01,33,176,180,range
108,345,House,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,5+,422,2010-09-01,8,395,382,range
61.47,325,House,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,4,415,2010-09-01,40,370,372,range
49.86,277,House,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,3,325,2010-09-01,228,302,300,range
34.73,235,House,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,2,270,2010-09-01,95,253,250,range
64.38,136,Room,Hastings,2011-02-28,Hastings/Clive,Hawkes Bay,1,220,2010-09-01,5,177,140,range
38.99,295,Apartment,Whangarei,2011-02-28,Morningside/Raumanga/Maunu,Northland,3,320,2010-09-01,5,312,300,range
25.17,195,Flat,Whangarei,2011-02-28,Morningside/Raumanga/Maunu,Northland,2,223,2010-09-01,25,209,200,range
27.53,150,Flat,Whangarei,2011-02-28,Morningside/Raumanga/Maunu,Northland,1,163,2010-09-01,17,162,160,range
48.1,300,House,Whangarei,2011-02-28,Morningside/Raumanga/Maunu,Northland,4,380,2010-09-01,18,338,330,range
41.83,262,House,Whangarei,2011-02-28,Morningside/Raumanga/Maunu,Northland,3,310,2010-09-01,103,290,290,range
67.17,215,House,Whangarei,2011-02-28,Morningside/Raumanga/Maunu,Northland,2,268,2010-09-01,27,250,250,range
38.02,210,Apartment,Whangarei,2011-02-28,Kamo/Tikipunga/Kensington,Northland,2,275,2010-09-01,10,242,242,range
26.16,180,Apartment,Whangarei,2011-02-28,Kamo/Tikipunga/Kensington,Northland,1,200,2010-09-01,6,185,200,range
34.64,242,Flat,Whangarei,2011-02-28,Kamo/Tikipunga/Kensington,Northland,3,300,2010-09-01,5,270,280,range
31.6,200,Flat,Whangarei,2011-02-28,Kamo/Tikipunga/Kensington,Northland,2,250,2010-09-01,36,222,230,range
39.61,130,Flat,Whangarei,2011-02-28,Kamo/Tikipunga/Kensington,Northland,1,185,2010-09-01,20,155,170,range
50.93,300,House,Whangarei,2011-02-28,Kamo/Tikipunga/Kensington,Northland,4,380,2010-09-01,40,341,350,range
37.53,270,House,Whangarei,2011-02-28,Kamo/Tikipunga/Kensington,Northland,3,320,2010-09-01,173,297,295,range
26.38,235,House,Whangarei,2011-02-28,Kamo/Tikipunga/Kensington,Northland,2,275,2010-09-01,32,256,255,range
15.96,175,Flat,Hastings,2011-02-28,Flaxmere,Hawkes Bay,2,196,2010-09-01,17,190,190,range
27.54,265,House,Hastings,2011-02-28,Flaxmere,Hawkes Bay,4,320,2010-09-01,12,290,290,range
31.96,230,House,Hastings,2011-02-28,Flaxmere,Hawkes Bay,3,276,2010-09-01,117,255,250,range
22.22,190,House,Hastings,2011-02-28,Flaxmere,Hawkes Bay,2,220,2010-09-01,17,206,200,range
75.99,300,House,Hasting,2011-02-28,Rural Hasting,Hawkes Bay,4,421,2010-09-01,13,384,400,range
74.5,245,House,Hasting,2011-02-28,Rural Hasting,Hawkes Bay,3,335,2010-09-01,24,286,295,range
38.04,200,House,Hasting,2011-02-28,Rural Hasting,Hawkes Bay,2,270,2010-09-01,10,245,250,range
23.81,150,Flat,Central Hawkes Bay,2011-02-28,Entire District,Hawkes Bay,2,180,2010-09-01,10,173,175,range
14.4,123,Flat,Central Hawkes Bay,2011-02-28,Entire District,Hawkes Bay,1,143,2010-09-01,5,133,125,range
37.19,220,House,Central Hawkes Bay,2011-02-28,Entire District,Hawkes Bay,4,255,2010-09-01,16,233,240,range
32.99,178,House,Central Hawkes Bay,2011-02-28,Entire District,Hawkes Bay,3,225,2010-09-01,77,201,200,range
38.83,160,House,Central Hawkes Bay,2011-02-28,Entire District,Hawkes Bay,2,200,2010-09-01,26,181,175,range
105.69,330,Apartment,Queenstown Lakes,2011-02-28,Wanaka,Otago,3,450,2010-09-01,6,381,435,range
37.29,265,Apartment,Queenstown Lakes,2011-02-28,Wanaka,Otago,2,300,2010-09-01,7,287,290,range
25.28,240,Flat,Queenstown Lakes,2011-02-28,Wanaka,Otago,2,265,2010-09-01,10,250,255,range
41.7,180,Flat,Queenstown Lakes,2011-02-28,Wanaka,Otago,1,213,2010-09-01,7,203,180,range
33.84,400,House,Queenstown Lakes,2011-02-28,Wanaka,Otago,5+,450,2010-09-01,5,427,415,range
69.22,335,House,Queenstown Lakes,2011-02-28,Wanaka,Otago,4,450,2010-09-01,36,391,380,range
92.48,300,House,Queenstown Lakes,2011-02-28,Wanaka,Otago,3,360,2010-09-01,78,338,340,range
26.9,250,House,Queenstown Lakes,2011-02-28,Wanaka,Otago,2,260,2010-09-01,15,253,250,range
120.12,105,Room,Queenstown Lakes,2011-02-28,Wanaka,Otago,1,277,2010-09-01,8,192,142,range
227.65,245,Apartment,Dunedin,2011-02-28,University/Maori Hill,Otago,5+,600,2010-09-01,6,448,427,range
37.24,192,Apartment,Dunedin,2011-02-28,University/Maori Hill,Otago,1,251,2010-09-01,7,219,200,range
105.98,505,Flat,Dunedin,2011-02-28,University/Maori Hill,Otago,5+,627,2010-09-01,104,572,579,range
147.61,380,Flat,Dunedin,2011-02-28,University/Maori Hill,Otago,4,480,2010-09-01,38,445,420,range
60.03,345,Flat,Dunedin,2011-02-28,University/Maori Hill,Otago,3,450,2010-09-01,14,372,355,range
69.88,236,Flat,Dunedin,2011-02-28,University/Maori Hill,Otago,2,320,2010-09-01,23,276,240,range
95.36,180,Flat,Dunedin,2011-02-28,University/Maori Hill,Otago,1,238,2010-09-01,19,229,200,range
